,year,month,day,cycle,trend
154,2013,6,23,-1.4591619597421936,0.001405536965624954
155,2013,6,24,-1.4687394741408155,0.0014055369656247318
156,2013,6,25,-1.4783169885394374,0.0
157,2013,6,26,-1.4878945029380592,0.0014055369656327255
158,2013,6,27,-1.4988402336793483,0.001405536965624954
159,2013,6,28,-1.5084177480779701,0.0
160,2013,6,29,-1.517995262476592,0.0014055369656247318
161,2013,6,30,-1.528940993217873,0.001405536965624954
162,2013,7,1,-1.538518507616495,0.0
163,2013,7,2,-1.5494642383577837,0.0014055369656247318
164,2013,7,3,-1.5590417527564058,0.001405536965624954
165,2013,7,4,-1.5686192671550276,0.0
166,2013,7,5,-1.5795649978963087,0.0014055369656327255
167,2013,7,6,-1.5891425122949305,0.001405536965624954
168,2013,7,7,-1.5987200266935524,0.0
169,2013,7,8,-1.608297541092182,0.0014055369656247318
170,2013,7,9,-1.617875055490804,0.001405536965624954
171,2013,7,10,-1.6288207862320851,0.0
172,2013,7,11,-1.638398300630707,0.0014055369656247318
173,2013,7,12,-1.6479758150293289,0.001405536965624954
174,2013,7,13,-1.6561851130852916,0.0
175,2013,7,14,-1.6657626274839135,0.0014055369656327255
176,2013,7,15,-1.6753401418825353,0.001405536965624954
177,2013,7,16,-1.684917656281165,0.0
178,2013,7,17,-1.69312695433712,0.0014055369656247318
179,2013,7,18,-1.7027044687357498,0.001405536965624954
180,2013,7,19,-1.7109137667917125,0.0
181,2013,7,20,-1.7191230648476752,0.0014055369656247318
182,2013,7,21,-1.728700579246297,0.001405536965624954
183,2013,7,22,-1.7369098773022598,0.0
184,2013,7,23,-1.7451191753582225,0.0014055369656327255
185,2013,7,24,-1.7533284734141852,0.001405536965624954
186,2013,7,25,-1.760169555127481,0.0
187,2013,7,26,-1.768378853183444,0.0014055369656247318
188,2013,7,27,-1.7752199348967475,0.001405536965624954
189,2013,7,28,-1.7834292329527102,0.0
190,2013,7,29,-1.7902703146660137,0.0014055369656247318
191,2013,7,30,-1.7971113963793173,0.001405536965624954
192,2013,7,31,-1.803952478092613,0.0
193,2013,8,1,-1.8107935598059166,0.0014055369656247318
194,2013,8,2,-1.8176346415192202,0.0014055369656329475
195,2013,8,3,-1.8231075068898646,0.0
196,2013,8,4,-1.8299485886031606,0.0014055369656247318
197,2013,8,5,-1.835421453973805,0.0014055369656247318
198,2013,8,6,-1.8408943193444494,0.0
199,2013,8,7,-1.847735401057753,0.001405536965624954
200,2013,8,8,-1.8518400500857304,0.0
201,2013,8,9,-1.8573129154563748,0.0014055369656247318
202,2013,8,10,-1.8627857808270114,0.001405536965624954
203,2013,8,11,-1.8668904298549966,0.0
204,2013,8,12,-1.8723632952256333,0.0014055369656327255
205,2013,8,13,-1.8764679442536185,0.001405536965624954
206,2013,8,14,-1.880572593281596,0.0
207,2013,8,15,-1.883309025966922,0.0014055369656247318
208,2013,8,16,-1.8874136749948995,0.001405536965624954
209,2013,8,17,-1.8915183240228848,0.0
210,2013,8,18,-1.894254756708203,0.0014055369656247318
211,2013,8,19,-1.8969911893935214,0.001405536965624954
212,2013,8,20,-1.8997276220788477,0.0
213,2013,8,21,-1.902464054764166,0.0014055369656327255
214,2013,8,22,-1.9052004874494843,0.0
215,2013,8,23,-1.9065687037921435,0.001405536965624954
216,2013,8,24,-1.9079369201348104,0.0014055369656247318
217,2013,8,25,-1.9106733528201287,0.0
218,2013,8,26,-1.912041569162788,0.001405536965624954
219,2013,8,27,-1.912041569162788,0.0014055369656247318
220,2013,8,28,-1.913409785505447,0.0
221,2013,8,29,-1.913409785505447,0.001405536965624954
222,2013,8,30,-1.9147780018481062,0.0
223,2013,8,31,-1.9147780018481062,0.0014055369656327255
224,2013,9,1,-1.913409785505447,0.001405536965624954
225,2013,9,2,-1.913409785505447,0.0
226,2013,9,3,-1.913409785505447,0.0014055369656247318
227,2013,9,4,-1.912041569162788,0.001405536965624954
228,2013,9,5,-1.9106733528201287,0.0
229,2013,9,6,-1.9093051364774696,0.0014055369656247318
230,2013,9,7,-1.9079369201348104,0.0
231,2013,9,8,-1.9052004874494843,0.001405536965624954
232,2013,9,9,-1.9038322711068252,0.0014055369656247318
233,2013,9,10,-1.9010958384215069,0.0
234,2013,9,11,-1.8983594057361808,0.0014055369656329475
235,2013,9,12,-1.8956229730508622,0.0014055369656247318
236,2013,9,13,-1.8915183240228848,0.0
237,2013,9,14,-1.8887818913375587,0.0014055369656247318
238,2013,9,15,-1.8846772423095812,0.0
239,2013,9,16,-1.880572593281596,0.001405536965624954
240,2013,9,17,-1.8764679442536185,0.0014055369656247318
241,2013,9,18,-1.8723632952256333,0.0
242,2013,9,19,-1.8668904298549966,0.001405536965624954
243,2013,9,20,-1.8627857808270114,0.0014055369656327255
244,2013,9,21,-1.8573129154563748,0.0
245,2013,9,22,-1.8518400500857304,0.001405536965624954
246,2013,9,23,-1.846367184715086,0.0
247,2013,9,24,-1.8408943193444494,0.0014055369656247318
248,2013,9,25,-1.8340532376311458,0.001405536965624954
249,2013,9,26,-1.8285803722605012,0.0
250,2013,9,27,-1.8217392905472054,0.0014055369656247318
251,2013,9,28,-1.816266425176561,0.0
252,2013,9,29,-1.8094253434632575,0.001405536965624954
253,2013,9,30,-1.802584261749954,0.0014055369656327255
254,2013,10,1,-1.7943749636939912,0.0
255,2013,10,2,-1.7875338819806954,0.001405536965624954
256,2013,10,3,-1.7806928002673919,0.0
257,2013,10,4,-1.7724835022114291,0.0014055369656247318
258,2013,10,5,-1.7656424204981256,0.001405536965624954
259,2013,10,6,-1.7574331224421627,0.0
260,2013,10,7,-1.750592040728859,0.0014055369656247318
261,2013,10,8,-1.7423827426728964,0.0
262,2013,10,9,-1.7341734446169337,0.001405536965624954
263,2013,10,10,-1.725964146560971,0.0014055369656327255
264,2013,10,11,-1.7177548485050083,0.0
265,2013,10,12,-1.7095455504490455,0.001405536965624954
266,2013,10,13,-1.7013362523930828,0.0
267,2013,10,14,-1.69312695433712,0.0014055369656247318
268,2013,10,15,-1.683549439938498,0.001405536965624954
269,2013,10,16,-1.6753401418825353,0.0
270,2013,10,17,-1.6671308438265726,0.0014055369656247318
271,2013,10,18,-1.65892154577061,0.0
272,2013,10,19,-1.649344031371988,0.001405536965624954
273,2013,10,20,-1.6411347333160253,0.0014055369656247318
274,2013,10,21,-1.6329254352600626,0.0
275,2013,10,22,-1.6233479208614405,0.0014055369656329475
276,2013,10,23,-1.6151386228054778,0.0
277,2013,10,24,-1.606929324749515,0.0014055369656247318
278,2013,10,25,-1.5973518103508932,0.0
279,2013,10,26,-1.5891425122949305,0.0014055369656247318
280,2013,10,27,-1.5809332142389678,0.001405536965624954
281,2013,10,28,-1.571355699840346,0.0
282,2013,10,29,-1.5631464017843832,0.0014055369656247318
283,2013,10,30,-1.5549371037284203,0.0
284,2013,10,31,-1.5467278056724576,0.001405536965624954
285,2013,11,1,-1.538518507616495,0.0014055369656327255
286,2013,11,2,-1.5303092095605322,0.0
287,2013,11,3,-1.5207316951619103,0.001405536965624954
288,2013,11,4,-1.5125223971059476,0.0
289,2013,11,5,-1.504313099049985,0.0014055369656247318
290,2013,11,6,-1.4961038009940222,0.0
291,2013,11,7,-1.4892627192807262,0.001405536965624954
292,2013,11,8,-1.4810534212247635,0.0014055369656247318
293,2013,11,9,-1.4728441231688008,0.0
294,2013,11,10,-1.464634825112838,0.001405536965624954
295,2013,11,11,-1.4577937433995345,0.0
296,2013,11,12,-1.4495844453435718,0.0014055369656327255
297,2013,11,13,-1.4427433636302682,0.0
298,2013,11,14,-1.4345340655743055,0.001405536965624954
299,2013,11,15,-1.427692983861002,0.0014055369656247318
300,2013,11,16,-1.419483685805039,0.0
301,2013,11,17,-1.4126426040917432,0.001405536965624954
302,2013,11,18,-1.4058015223784397,0.0
303,2013,11,19,-1.3989604406651361,0.0014055369656247318
304,2013,11,20,-1.3921193589518326,0.0
305,2013,11,21,-1.385278277238529,0.001405536965624954
306,2013,11,22,-1.3784371955252332,0.0014055369656327255
307,2013,11,23,-1.3729643301545889,0.0
308,2013,11,24,-1.3661232484412853,0.001405536965624954
309,2013,11,25,-1.3592821667279817,0.0
310,2013,11,26,-1.353809301357345,0.0014055369656247318
311,2013,11,27,-1.3483364359867005,0.0
312,2013,11,28,-1.341495354273397,0.001405536965624954
313,2013,11,29,-1.3360224889027603,0.0
314,2013,11,30,-1.330549623532116,0.0014055369656247318
315,2013,12,1,-1.3250767581614715,0.001405536965624954
316,2013,12,2,-1.319603892790835,0.0
317,2013,12,3,-1.3141310274201905,0.0014055369656247318
318,2013,12,4,-1.310026378392213,0.0
319,2013,12,5,-1.3045535130215686,0.0014055369656329475
320,2013,12,6,-1.2990806476509242,0.0
321,2013,12,7,-1.2949759986229468,0.0014055369656247318
322,2013,12,8,-1.2908713495949615,0.0
323,2013,12,9,-1.2867667005669838,0.001405536965624954
324,2013,12,10,-1.2812938351963394,0.0014055369656247318
325,2013,12,11,-1.277189186168362,0.0
326,2013,12,12,-1.2730845371403767,0.0014055369656247318
327,2013,12,13,-1.2703481044550584,0.0
328,2013,12,14,-1.266243455427081,0.001405536965624954
329,2013,12,15,-1.2621388063990957,0.0
330,2013,12,16,-1.2594023737137774,0.0014055369656327255
331,2013,12,17,-1.2552977246857921,0.0
332,2013,12,18,-1.2525612920004738,0.001405536965624954
333,2013,12,19,-1.2498248593151555,0.0014055369656247318
334,2013,12,20,-1.2457202102871703,0.0
335,2013,12,21,-1.242983777601852,0.001405536965624954
336,2013,12,22,-1.2402473449165337,0.0
337,2013,12,23,-1.2375109122312076,0.0014055369656247318
338,2013,12,24,-1.2347744795458893,0.0
339,2013,12,25,-1.23340626320323,0.001405536965624954
340,2013,12,26,-1.230669830517904,0.0
341,2013,12,27,-1.2279333978325857,0.0014055369656327255
342,2013,12,28,-1.2265651814899265,0.0
343,2013,12,29,-1.2238287488046082,0.001405536965624954
344,2013,12,30,-1.2224605324619413,0.0014055369656247318
345,2013,12,31,-1.2197240997766228,0.0
346,2014,1,1,-1.2183558834339636,0.001405536965624954
347,2014,1,2,-1.2156194507486453,0.0
348,2014,1,3,-1.2142512344059784,0.0014055369656247318
349,2014,1,4,-1.2128830180633192,0.0
350,2014,1,5,-1.21151480172066,0.001405536965624954
351,2014,1,6,-1.2087783690353417,0.0
352,2014,1,7,-1.2074101526926826,0.0014055369656327255
353,2014,1,8,-1.2060419363500234,0.0
354,2014,1,9,-1.2046737200073565,0.001405536965624954
355,2014,1,10,-1.2033055036646974,0.0
356,2014,1,11,-1.2019372873220382,0.0014055369656247318
357,2014,1,12,-1.1992008546367199,0.0
358,2014,1,13,-1.1978326382940607,0.001405536965624954
359,2014,1,14,-1.1964644219513938,0.0014055369656247318
360,2014,1,15,-1.1950962056087346,0.0
361,2014,1,16,-1.1937279892660755,0.001405536965624954
362,2014,1,17,-1.1923597729234163,0.0
363,2014,1,18,-1.1909915565807572,0.0014055369656247318
364,2014,1,19,-1.188255123895431,0.0
365,2014,1,20,-1.186886907552772,0.0014055369656329475
366,2014,1,21,-1.1855186912101128,0.0
367,2014,1,22,-1.1841504748674536,0.0014055369656247318
368,2014,1,23,-1.1814140421821353,0.0
369,2014,1,24,-1.1800458258394684,0.001405536965624954
370,2014,1,25,-1.1786776094968092,0.0
371,2014,1,26,-1.175941176811491,0.0014055369656247318
372,2014,1,27,-1.1745729604688318,0.0
373,2014,1,28,-1.1718365277835134,0.0014055369656247318
374,2014,1,29,-1.1704683114408465,0.0
375,2014,1,30,-1.1677318787555282,0.001405536965624954
376,2014,1,31,-1.166363662412869,0.0014055369656327255
377,2014,2,1,-1.1636272297275507,0.0
378,2014,2,2,-1.1622590133848838,0.001405536965624954
379,2014,2,3,-1.1595225806995655,0.0
380,2014,2,4,-1.1567861480142472,0.0014055369656247318
381,2014,2,5,-1.155417931671588,0.0
382,2014,2,6,-1.152681498986262,0.001405536965624954
383,2014,2,7,-1.1499450663009434,0.0
384,2014,2,8,-1.147208633615625,0.0014055369656247318
385,2014,2,9,-1.144472200930299,0.0
386,2014,2,10,-1.1431039845876398,0.001405536965624954
387,2014,2,11,-1.1403675519023215,0.0
388,2014,2,12,-1.1376311192170032,0.0014055369656327255
389,2014,2,13,-1.1348946865316771,0.0
390,2014,2,14,-1.1321582538463588,0.001405536965624954
391,2014,2,15,-1.1294218211610405,0.0
392,2014,2,16,-1.1266853884757144,0.0014055369656247318
393,2014,2,17,-1.123948955790396,0.0
394,2014,2,18,-1.122580739447737,0.001405536965624954
395,2014,2,19,-1.1198443067624109,0.0
396,2014,2,20,-1.1171078740770926,0.0014055369656247318
397,2014,2,21,-1.1143714413917742,0.0
398,2014,2,22,-1.1116350087064482,0.001405536965624954
399,2014,2,23,-1.1088985760211298,0.0
400,2014,2,24,-1.1075303596784707,0.0014055369656327255
401,2014,2,25,-1.1047939269931524,0.0
402,2014,2,26,-1.1020574943078263,0.001405536965624954
403,2014,2,27,-1.099321061622508,0.0
404,2014,2,28,-1.0979528452798488,0.0014055369656247318
405,2014,3,1,-1.0952164125945305,0.0
406,2014,3,2,-1.0924799799092044,0.001405536965624954
407,2014,3,3,-1.0911117635665453,0.0014055369656247318
408,2014,3,4,-1.088375330881227,0.0
409,2014,3,5,-1.0870071145385678,0.001405536965624954
410,2014,3,6,-1.0842706818532415,0.0
411,2014,3,7,-1.0829024655105823,0.0014055369656247318
412,2014,3,8,-1.080166032825264,0.0
413,2014,3,9,-1.0787978164826049,0.0014055369656329475
414,2014,3,10,-1.077429600139938,0.0
415,2014,3,11,-1.0746931674546196,0.0014055369656247318
416,2014,3,12,-1.0733249511119605,0.0
417,2014,3,13,-1.0719567347693013,0.001405536965624954
418,2014,3,14,-1.0705885184266422,0.0
419,2014,3,15,-1.069220302083983,0.0014055369656247318
420,2014,3,16,-1.067852085741316,0.0
421,2014,3,17,-1.066483869398657,0.001405536965624954
422,2014,3,18,-1.0651156530559978,0.0
423,2014,3,19,-1.0637474367133386,0.0014055369656247318
424,2014,3,20,-1.0623792203706794,0.0
425,2014,3,21,-1.0610110040280203,0.0014055369656327255
426,2014,3,22,-1.0596427876853534,0.0
427,2014,3,23,-1.0582745713426942,0.001405536965624954
428,2014,3,24,-1.056906355000035,0.0
429,2014,3,25,-1.055538138657376,0.0014055369656247318
430,2014,3,26,-1.0541699223147167,0.0
431,2014,3,27,-1.0541699223147167,0.001405536965624954
432,2014,3,28,-1.0528017059720576,0.0
433,2014,3,29,-1.0514334896293906,0.0014055369656247318
434,2014,3,30,-1.0500652732867315,0.0
435,2014,3,31,-1.0500652732867315,0.001405536965624954
436,2014,4,1,-1.0486970569440723,0.0
437,2014,4,2,-1.0473288406014132,0.0014055369656327255
438,2014,4,3,-1.045960624258754,0.0
439,2014,4,4,-1.045960624258754,0.001405536965624954
440,2014,4,5,-1.0445924079160949,0.0
441,2014,4,6,-1.043224191573428,0.0014055369656247318
442,2014,4,7,-1.0418559752307688,0.0
443,2014,4,8,-1.0404877588881096,0.001405536965624954
444,2014,4,9,-1.0404877588881096,0.0
445,2014,4,10,-1.0391195425454505,0.0014055369656247318
446,2014,4,11,-1.0377513262027913,0.0
447,2014,4,12,-1.0363831098601322,0.001405536965624954
448,2014,4,13,-1.035014893517473,0.0
449,2014,4,14,-1.033646677174806,0.0014055369656327255
450,2014,4,15,-1.032278460832147,0.0
451,2014,4,16,-1.0309102444894878,0.001405536965624954
452,2014,4,17,-1.0295420281468286,0.0
453,2014,4,18,-1.0281738118041694,0.0014055369656247318
454,2014,4,19,-1.0268055954615103,0.0
455,2014,4,20,-1.0254373791188434,0.001405536965624954
456,2014,4,21,-1.0240691627761842,0.0
457,2014,4,22,-1.022700946433525,0.0014055369656247318
458,2014,4,23,-1.021332730090866,0.0
459,2014,4,24,-1.0199645137482067,0.001405536965624954
460,2014,4,25,-1.0185962974055476,0.0
461,2014,4,26,-1.0172280810628807,0.0014055369656247318
462,2014,4,27,-1.0158598647202213,0.0
463,2014,4,28,-1.0144916483775621,0.0014055369656329475
464,2014,4,29,-1.013123432034903,0.0
465,2014,4,30,-1.0117552156922438,0.0014055369656247318
466,2014,5,1,-1.0103869993495846,0.0
467,2014,5,2,-1.0090187830069177,0.001405536965624954
468,2014,5,3,-1.0076505666642586,0.0
469,2014,5,4,-1.0062823503215994,0.0014055369656247318
470,2014,5,5,-1.0049141339789402,0.0
471,2014,5,6,-1.003545917636281,0.001405536965624954
472,2014,5,7,-1.002177701293622,0.0
473,2014,5,8,-1.0008094849509628,0.0014055369656247318
474,2014,5,9,-1.0008094849509628,0.0
475,2014,5,10,-0.9994412686082959,0.0014055369656327255
476,2014,5,11,-0.9980730522656367,0.0
477,2014,5,12,-0.9980730522656367,0.001405536965624954
478,2014,5,13,-0.9967048359229775,0.0
479,2014,5,14,-0.9967048359229775,0.0014055369656247318
480,2014,5,15,-0.9967048359229775,0.0
481,2014,5,16,-0.9953366195803184,0.001405536965624954
482,2014,5,17,-0.9953366195803184,0.0
483,2014,5,18,-0.9953366195803184,0.0014055369656247318
484,2014,5,19,-0.9953366195803184,0.0
485,2014,5,20,-0.9967048359229775,0.001405536965624954
486,2014,5,21,-0.9967048359229775,0.0
487,2014,5,22,-0.9967048359229775,0.0014055369656327255
488,2014,5,23,-0.9980730522656367,0.0
489,2014,5,24,-0.9980730522656367,0.001405536965624954
490,2014,5,25,-0.9994412686082959,0.0
491,2014,5,26,-1.0008094849509628,0.0014055369656247318
492,2014,5,27,-1.002177701293622,0.0
493,2014,5,28,-1.0049141339789402,0.001405536965624954
494,2014,5,29,-1.0062823503215994,0.0
495,2014,5,30,-1.0090187830069177,0.0
496,2014,5,31,-1.0103869993495846,0.0014055369656247318
497,2014,6,1,-1.013123432034903,0.0
498,2014,6,2,-1.0158598647202213,0.001405536965624954
499,2014,6,3,-1.0185962974055476,0.0
500,2014,6,4,-1.022700946433525,0.0014055369656327255
501,2014,6,5,-1.0254373791188434,0.0
502,2014,6,6,-1.0295420281468286,0.001405536965624954
503,2014,6,7,-1.033646677174806,0.0
504,2014,6,8,-1.0377513262027913,0.0014055369656247318
505,2014,6,9,-1.0418559752307688,0.0
506,2014,6,10,-1.045960624258754,0.001405536965624954
507,2014,6,11,-1.0514334896293906,0.0
508,2014,6,12,-1.056906355000035,0.0014055369656247318
509,2014,6,13,-1.0623792203706794,0.0
510,2014,6,14,-1.067852085741316,0.001405536965624954
511,2014,6,15,-1.0733249511119605,0.0
512,2014,6,16,-1.080166032825264,0.0014055369656247318
513,2014,6,17,-1.0856388981959009,0.0
514,2014,6,18,-1.0924799799092044,0.0014055369656329475
515,2014,6,19,-1.099321061622508,0.0
516,2014,6,20,-1.1061621433358115,0.0014055369656247318
517,2014,6,21,-1.113003225049115,0.0
518,2014,6,22,-1.1212125231050778,0.001405536965624954
519,2014,6,23,-1.1294218211610405,0.0
520,2014,6,24,-1.1362629028743363,0.0014055369656247318
521,2014,6,25,-1.144472200930299,0.0
522,2014,6,26,-1.154049715328921,0.001405536965624954
523,2014,6,27,-1.1622590133848838,0.0
524,2014,6,28,-1.1704683114408465,0.0014055369656247318
525,2014,6,29,-1.1800458258394684,0.0
526,2014,6,30,-1.188255123895431,0.0014055369656327255
527,2014,7,1,-1.1978326382940607,0.0
528,2014,7,2,-1.2074101526926826,0.001405536965624954
529,2014,7,3,-1.2169876670913045,0.0
530,2014,7,4,-1.2265651814899265,0.0014055369656247318
531,2014,7,5,-1.2375109122312076,0.0
532,2014,7,6,-1.2470884266298294,0.001405536965624954
533,2014,7,7,-1.2580341573711182,0.0
534,2014,7,8,-1.26761167176974,0.0014055369656247318
